country,indicator,year,value,COUNTRY,BOP_ACCOUNTING_ENTRY,INDICATOR,UNIT,FREQUENCY,SCALE,TYPE_OF_TRANSFORMATION,2024,Country,Manual Sovereign Default Label,Year of Default,Default Type
,,2019.0,26.846,India,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,7.484,India,,Unemployment rate,,Annual,Units,,,,,,
,,2019.0,1.738,Italy,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,133.823,Italy,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,48.424,Italy,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,-2.238,Myanmar,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2019.0,,Myanmar,,Unemployment rate,,Annual,Units,,,,,,
,,2019.0,9.074,Myanmar,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2019.0,38.295,Myanmar,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,4.6,Russian Federation,,Unemployment rate,,Annual,Units,,,,,,
,,2019.0,2.2,Russian Federation,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,33.752,Russian Federation,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,3.872,Russian Federation,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2019.0,2.198,Russian Federation,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2019.0,-2.071,Sri Lanka,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2019.0,-1.506,South Africa,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,-1.854,Sri Lanka,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,4.8,Sri Lanka,,Unemployment rate,,Annual,Units,,,,,,
,,2019.0,-0.22,Sri Lanka,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2019.0,31.394,South Africa,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,56.101,South Africa,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,32.39,"Türkiye, Republic of",,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,-2.962,"Türkiye, Republic of",,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,35.515,"Türkiye, Republic of",,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,35.819,United States,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,-3.528,United States,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,5.475,Bangladesh,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2019.0,-1.278,Bangladesh,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2019.0,13.552,Bangladesh,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,-3.47,Brazil,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2019.0,1.221,Brazil,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2019.0,8.425,France,,Unemployment rate,,Annual,Units,,,,,,
,,2019.0,2.076,France,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2019.0,98.104,France,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,-0.918,France,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,0.597,France,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2019.0,55.345,France,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,1.354,Germany,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2019.0,7.878,Germany,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2019.0,2.975,Germany,,Unemployment rate,,Annual,Units,,,,,,
,,2019.0,0.993,Germany,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2019.0,-0.866,India,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2019.0,3.871,India,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2019.0,4.769,India,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2019.0,0.429,Italy,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2019.0,0.634,Italy,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2019.0,3.157,Italy,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2019.0,9.908,Italy,,Unemployment rate,,Annual,Units,,,,,,
,,2019.0,-2.364,Japan,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,3.446,Japan,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2019.0,0.468,Japan,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2019.0,-0.402,Japan,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2019.0,37.294,Japan,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,236.381,Japan,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,2.358,Japan,,Unemployment rate,,Annual,Units,,,,,,
,,2019.0,4.115,South Africa,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2019.0,28.7,South Africa,,Unemployment rate,,Annual,Units,,,,,,
,,2019.0,-2.604,South Africa,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2019.0,0.26,South Africa,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2019.0,15.177,"Türkiye, Republic of",,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2019.0,0.819,"Türkiye, Republic of",,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2019.0,1.975,"Türkiye, Republic of",,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2019.0,13.7,"Türkiye, Republic of",,Unemployment rate,,Annual,Units,,,,,,
,,2019.0,-2.688,United Kingdom,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2019.0,38.763,United Kingdom,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,-1.028,United Kingdom,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,3.825,United Kingdom,,Unemployment rate,,Annual,Units,,,,,,
,,2019.0,1.624,United Kingdom,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2019.0,1.791,United Kingdom,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2019.0,2.584,United States,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2019.0,3.675,United States,,Unemployment rate,,Annual,Units,,,,,,
,,2019.0,1.813,United States,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2019.0,-2.051,United States,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2019.0,1.298,France,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2019.0,6.065,"China, People's Republic of",,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2019.0,85.657,United Kingdom,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,-3.001,India,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,75.04,India,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,-3.187,Myanmar,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2019.0,3.733,Brazil,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2020.0,21.209,Myanmar,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,96.881,Sri Lanka,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,3.382,Russian Federation,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2020.0,19.156,Russian Federation,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,22.135,Sri Lanka,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,3.448,Bangladesh,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2020.0,34.509,Bangladesh,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,,Bangladesh,,Unemployment rate,,Annual,Units,,,,,,
,,2020.0,-3.001,Bangladesh,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,4.569,Sri Lanka,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2020.0,13.775,Brazil,,Unemployment rate,,Annual,Units,,,,,,
,,2020.0,-7.536,Brazil,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,96.007,Brazil,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,46.178,Brazil,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,2.49,"China, People's Republic of",,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2020.0,1.648,"China, People's Republic of",,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2020.0,-9.032,Myanmar,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2020.0,69.035,"China, People's Republic of",,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,-8.622,"China, People's Republic of",,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,34.838,"China, People's Republic of",,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,5.617,"China, People's Republic of",,Unemployment rate,,Annual,Units,,,,,,
,,2020.0,132.032,United States,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,-3.918,Germany,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,51.13,Germany,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,68.035,Germany,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,31.019,India,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,8.662,India,,Unemployment rate,,Annual,Units,,,,,,
,,2020.0,-6.101,Italy,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,154.288,Italy,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,56.784,Italy,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,-0.452,Myanmar,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2020.0,,Myanmar,,Unemployment rate,,Annual,Units,,,,,,
,,2020.0,2.248,Myanmar,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2020.0,48.719,Myanmar,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,5.767,Russian Federation,,Unemployment rate,,Annual,Units,,,,,,
,,2020.0,-3.746,Russian Federation,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,39.153,Russian Federation,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,2.377,Russian Federation,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2020.0,-2.654,Russian Federation,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2020.0,-1.406,Sri Lanka,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2020.0,-5.536,South Africa,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,-7.093,Sri Lanka,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,5.5,Sri Lanka,,Unemployment rate,,Annual,Units,,,,,,
,,2020.0,-4.625,Sri Lanka,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2020.0,34.616,South Africa,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,68.927,South Africa,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,39.446,"Türkiye, Republic of",,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,-2.911,"Türkiye, Republic of",,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,34.674,"Türkiye, Republic of",,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,44.779,United States,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,-12.096,United States,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,5.648,Bangladesh,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2020.0,-1.454,Bangladesh,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2020.0,13.308,Bangladesh,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,-1.688,Brazil,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2020.0,-3.277,Brazil,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2020.0,8.025,France,,Unemployment rate,,Annual,Units,,,,,,
,,2020.0,-7.593,France,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2020.0,114.831,France,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,-7.665,France,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,-2.053,France,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2020.0,61.697,France,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,0.371,Germany,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2020.0,6.32,Germany,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2020.0,3.625,Germany,,Unemployment rate,,Annual,Units,,,,,,
,,2020.0,-4.1,Germany,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2020.0,0.898,India,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2020.0,-5.778,India,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2020.0,6.165,India,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2020.0,-8.868,Italy,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2020.0,-0.145,Italy,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2020.0,3.761,Italy,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2020.0,9.358,Italy,,Unemployment rate,,Annual,Units,,,,,,
,,2020.0,-8.435,Japan,,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,2.967,Japan,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2020.0,-0.027,Japan,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2020.0,-4.169,Japan,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
,,2020.0,44.537,Japan,,"Expenditure, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,258.369,Japan,,"Gross debt, General government, Percent of GDP",,Annual,Units,,,,,,
,,2020.0,2.8,Japan,,Unemployment rate,,Annual,Units,,,,,,
,,2020.0,3.288,South Africa,,"All Items, Consumer price index (CPI), Period average, percent change",,Annual,Units,,,,,,
,,2020.0,29.175,South Africa,,Unemployment rate,,Annual,Units,,,,,,
,,2020.0,1.969,South Africa,,"Current account balance (credit less debit), Percent of GDP",,Annual,Units,,,,,,
,,2020.0,-6.169,South Africa,,"Gross domestic product (GDP), Constant prices, Percent change",,Annual,Units,,,,,,
